City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
488,Catio,GW,11.28,-15.25,79.16,82,100,8.08,light rain
489,Wangaratta,AU,-36.37,146.33,35.01,100,90,2.64,overcast clouds
490,Codrington,AU,-38.27,141.97,42.6,91,0,9.71,clear sky
491,Adrar,MR,20.5,-10.07,104.83,12,51,6.4,broken clouds
492,Kalemie,CD,-5.95,29.19,73.13,66,0,5.23,clear sky
493,Miri,MY,4.41,114.01,78.8,94,40,4.7,scattered clouds
494,Tonj,SS,7.27,28.68,73.69,90,86,0.6,overcast clouds
495,Rehoboth,NA,-23.32,17.08,48.43,42,0,10.27,clear sky
496,Moerai,PF,-22.43,-151.33,70.83,84,12,15.41,few clouds
497,Liuhe,CN,42.24,125.72,68.0,95,100,2.64,moderate rain
498,Paita,PE,-5.09,-81.11,75.2,60,40,12.75,scattered clouds
499,Nambucca Heads,AU,-30.65,153.0,46.99,87,0,7.23,clear sky
500,Planadas,CO,3.2,-75.65,93.2,32,40,4.7,scattered clouds
501,Isangel,VU,-19.55,169.27,73.4,88,75,5.82,broken clouds
502,Evensk,RU,61.95,159.23,45.16,77,0,11.23,clear sky
503,Halifax,CA,44.65,-63.57,75.2,33,75,14.99,broken clouds
504,Half Moon Bay,US,37.46,-122.43,77.0,77,40,3.36,scattered clouds
505,Kakching,IN,24.48,93.98,68.97,94,100,2.59,overcast clouds
506,Mabaruma,GY,8.2,-59.78,87.31,62,100,6.76,overcast clouds
507,Ayan,RU,56.45,138.17,53.89,58,0,13.58,clear sky
508,Kloulklubed,PW,7.04,134.26,77.0,88,75,6.76,broken clouds
509,Maputo,MZ,-25.97,32.59,86.0,37,20,9.17,few clouds
510,Mortka,RU,59.33,66.02,54.12,84,1,3.42,clear sky
511,Brownsville,US,25.9,-97.5,96.8,50,40,19.46,scattered clouds
512,Ylivieska,FI,64.08,24.55,55.0,77,0,3.47,clear sky
513,Hirara,JP,24.8,125.28,83.05,82,99,8.14,overcast clouds
514,Meulaboh,ID,4.14,96.13,76.39,88,100,4.32,light rain
515,Pushkino,RU,56.02,37.87,60.8,77,61,8.95,broken clouds
516,Zhangjiakou,CN,40.81,114.88,65.35,81,0,3.91,clear sky
517,Nenjiang,CN,49.18,125.22,59.34,77,100,14.85,overcast clouds
518,Maumere,ID,-8.62,122.21,76.69,64,12,4.59,few clouds
519,Hami,CN,42.8,93.45,70.09,34,100,3.15,overcast clouds
520,Luan,CH,46.36,6.98,62.6,100,75,2.24,heavy intensity rain
521,Sur,OM,22.57,59.53,83.46,67,100,12.82,overcast clouds
522,Sarakhs,IR,36.54,61.16,73.4,33,0,2.24,clear sky
523,Sidrolandia,BR,-20.93,-54.96,93.2,20,0,5.82,clear sky
524,Kangaatsiaq,GL,68.31,-53.46,44.85,64,37,16.73,scattered clouds
525,Petatlan,MX,17.52,-101.27,86.0,70,75,10.29,broken clouds
526,Soyo,AO,-6.13,12.37,72.45,85,80,10.71,broken clouds
527,Gushikawa,JP,26.35,127.87,80.6,94,40,9.22,scattered clouds
528,Sistranda,NO,63.73,8.83,53.6,76,20,9.17,few clouds
529,Kedrovyy,RU,56.17,91.82,51.8,100,37,2.24,fog
530,Antofagasta,CL,-23.65,-70.4,59.0,67,75,13.87,broken clouds
531,Fort Nelson,CA,58.81,-122.7,51.8,87,90,5.82,light intensity shower rain
532,Sulangan,PH,11.14,123.72,84.09,73,57,10.78,broken clouds
533,La Peca,PE,-5.61,-78.44,88.9,29,1,3.4,clear sky
534,Pangnirtung,CA,66.15,-65.71,50.0,81,20,10.29,few clouds
535,Marsh Harbour,BS,26.54,-77.06,84.88,73,100,4.59,moderate rain
536,Manoel Urbano,BR,-8.84,-69.26,100.78,24,36,2.33,scattered clouds
537,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,48.2,100,90,6.93,light intensity shower rain
538,Skibbereen,IE,51.55,-9.27,59.0,62,75,16.11,broken clouds
539,Estevan,CA,49.13,-102.98,73.4,37,1,14.99,clear sky
540,Puerto Quijarro,BO,-17.78,-57.77,110.97,11,0,2.21,clear sky
541,Ghanzi,BW,-21.57,21.78,76.05,25,90,6.06,overcast clouds
542,Taltal,CL,-25.4,-70.48,62.91,52,22,7.36,few clouds
543,Tomatlan,MX,19.93,-105.25,83.17,81,100,6.44,moderate rain
544,Ucluelet,CA,48.93,-125.55,66.2,77,40,11.41,scattered clouds
545,La Asuncion,VE,11.03,-63.86,89.6,62,0,17.22,clear sky
546,Paraiso,CR,9.84,-83.87,82.4,51,40,6.93,shower rain
547,Bagdarin,RU,54.43,113.6,49.48,86,100,2.33,overcast clouds
548,San Andres,CO,12.58,-81.7,87.8,74,75,13.87,broken clouds
549,Esmeraldas,BR,-19.76,-44.31,80.6,41,0,10.29,clear sky
550,George,ZA,-33.96,22.46,51.8,93,100,6.93,overcast clouds
551,Lata,PT,40.16,-8.33,68.0,69,100,8.99,overcast clouds
552,Casino,AU,-28.87,153.05,50.0,93,40,4.7,scattered clouds
553,Sakaraha,MG,-22.9,44.53,71.13,53,8,3.24,clear sky
554,Lagos,NG,6.58,3.75,80.6,78,20,6.93,few clouds
555,Puerto Del Rosario,ES,28.5,-13.86,75.2,88,0,18.34,clear sky
556,Dingle,PH,11.0,122.67,75.63,88,100,3.13,overcast clouds
557,Zhangye,CN,38.93,100.45,58.89,59,100,16.91,light rain
558,Wajima,JP,37.4,136.9,81.97,80,3,3.49,light rain
559,Saint-Georges,GD,12.06,-61.75,91.4,63,40,20.8,scattered clouds
560,Seshcha,RU,53.74,33.34,53.26,95,4,6.46,clear sky
561,Praia Da Vitoria,PT,38.73,-27.07,80.6,69,20,2.59,few clouds
562,Toppenish,US,46.38,-120.31,82.0,33,1,3.91,clear sky
563,Polunochnoye,RU,60.87,60.42,50.23,92,4,1.9,clear sky
564,Poyarkovo,RU,49.6,128.68,58.84,83,76,5.88,broken clouds
565,Diffa,NE,13.32,12.61,87.87,53,88,8.3,overcast clouds
566,Seoni Malwa,IN,22.45,77.47,74.97,93,100,13.18,light rain
567,Charters Towers,AU,-20.1,146.27,54.91,76,0,10.58,clear sky
568,Qunduz,AF,36.73,68.86,69.39,36,0,1.5,clear sky
569,Takoradi,GH,4.88,-1.76,75.76,84,1,10.4,clear sky
570,Tezu,IN,27.92,96.17,76.66,73,100,2.86,overcast clouds
571,Bandarban,BD,22.2,92.23,74.55,97,100,2.91,overcast clouds
572,Itoman,JP,26.12,127.67,82.4,94,75,8.05,broken clouds
573,Bayanday,RU,53.07,105.51,52.65,94,100,2.42,overcast clouds
574,Talcahuano,CL,-36.72,-73.12,51.8,81,90,20.8,overcast clouds
575,Agrestina,BR,-8.46,-35.94,77.13,64,93,11.72,overcast clouds
576,Khorixas,NA,-20.37,14.97,52.39,50,0,10.11,clear sky
577,Khandyga,RU,62.67,135.6,39.49,70,0,2.13,clear sky
578,Vestmannaeyjar,IS,63.44,-20.27,50.0,87,75,20.8,broken clouds
579,Tokmak,UA,47.25,35.71,67.66,47,0,3.62,clear sky
580,Guerrero Negro,MX,27.98,-114.06,90.61,42,0,10.38,clear sky
581,Tabas,IR,33.6,56.92,80.6,14,0,4.7,clear sky
582,Hamina,FI,60.57,27.2,52.0,76,40,4.7,scattered clouds
583,Mersin,TR,36.86,34.65,80.6,94,0,2.24,clear sky
584,Sunrise Manor,US,36.21,-115.07,100.99,9,20,4.7,few clouds
585,Kez,RU,57.9,53.72,60.19,91,90,6.26,overcast clouds
586,Ambilobe,MG,-13.2,49.05,68.27,76,1,5.3,clear sky
587,Mali,GN,12.08,-12.3,86.0,66,75,6.93,broken clouds
588,Lisakovsk,KZ,52.54,62.49,70.43,57,98,6.29,overcast clouds
589,Qui Nhon,VN,13.77,109.23,79.48,76,91,6.22,overcast clouds
590,Itarema,BR,-2.92,-39.92,82.24,63,68,21.43,broken clouds
591,Haines Junction,CA,60.75,-137.51,47.34,83,100,3.6,light rain
592,Brownwood,US,31.71,-98.99,102.2,27,40,6.93,scattered clouds
593,Vidim,RU,56.41,103.11,54.64,94,99,2.91,overcast clouds
594,Timmins,CA,48.47,-81.33,62.6,63,90,4.7,overcast clouds
595,Kapit,MY,2.02,112.93,75.27,93,100,0.47,light rain
596,Saint-Augustin,CA,51.23,-58.65,61.99,54,21,15.97,light rain
597,Stabat,ID,3.76,98.45,74.32,94,100,2.84,light rain
598,Chancay,PE,-11.57,-77.27,64.4,77,90,10.29,overcast clouds
599,Kirensk,RU,57.79,108.11,56.57,95,100,3.06,moderate rain
600,Uige,AO,-7.61,15.06,70.27,83,49,3.02,scattered clouds
601,Nurota,UZ,40.56,65.69,75.2,44,0,9.17,clear sky
602,Rio Brilhante,BR,-21.8,-54.55,89.35,28,0,6.89,clear sky
603,Cabedelo,BR,-6.98,-34.83,82.4,69,75,13.87,broken clouds
604,Novobirilyussy,RU,56.95,90.67,50.41,91,52,3.02,broken clouds
605,Kirakira,SB,-10.45,161.92,79.45,83,100,11.27,moderate rain
606,Pekalongan,ID,-6.89,109.68,78.15,73,72,5.23,broken clouds
607,Medianeira,BR,-25.3,-54.09,89.6,24,0,13.87,clear sky
608,Ziarat,PK,30.38,67.73,62.13,60,0,2.39,clear sky
609,Tranas,SE,58.04,14.98,59.0,72,100,4.7,overcast clouds
610,Atar,MR,20.52,-13.05,105.8,18,93,13.87,overcast clouds
611,Chapais,CA,49.78,-74.85,60.8,48,75,5.82,broken clouds
612,Aguada De Pasajeros,CU,22.39,-80.85,91.4,66,1,9.17,clear sky
613,Catamarca,AR,-28.47,-65.79,84.0,26,0,1.01,clear sky
614,Yangambi,CD,0.81,24.43,72.99,88,54,1.43,broken clouds
615,Kuldiga,LV,56.97,21.96,55.4,87,14,2.3,few clouds
616,Dharchula,IN,29.85,80.53,68.59,76,49,0.74,light rain
617,Birin,NP,26.89,88.07,62.44,100,85,2.66,overcast clouds
618,Huangzhou,CN,30.45,114.8,78.8,69,0,11.18,clear sky
619,Lugus,PH,5.7,120.82,82.81,72,96,3.96,overcast clouds
620,Dunda,TZ,-8.12,34.25,65.77,52,7,2.91,clear sky
621,Beavercreek,US,39.71,-84.06,82.0,83,75,9.17,broken clouds
622,Lagoa,PT,39.05,-27.98,74.26,91,0,17.38,clear sky
623,Hofn,IS,64.25,-15.21,51.8,81,20,3.36,few clouds
624,Fougeres,FR,48.35,-1.2,59.0,87,100,6.93,light rain
625,Palmer,US,42.16,-72.33,80.01,47,75,12.75,broken clouds
626,Manavgat,TR,36.79,31.44,80.6,88,20,2.24,few clouds
627,Burnie,AU,-41.07,145.92,51.01,78,69,3.0,broken clouds
628,Sobolevo,RU,54.43,31.9,51.51,93,1,6.51,clear sky
629,Dibrugarh,IN,27.48,94.9,76.55,95,100,5.21,moderate rain
630,Turukhansk,RU,65.82,87.98,52.03,89,77,1.21,broken clouds
631,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,89.6,79,40,6.93,shower rain
632,Valdivia,CL,-39.81,-73.25,41.0,86,90,2.24,overcast clouds
633,Salalah,OM,17.02,54.09,75.2,100,90,3.36,drizzle
634,Tayshet,RU,55.93,98.0,51.91,87,81,1.99,broken clouds
635,Huitziltepec,MX,17.82,-99.47,82.0,65,5,1.01,clear sky
636,Naze,JP,28.37,129.48,78.8,100,4,2.24,light rain
637,Zhezkazgan,KZ,47.8,67.71,70.83,33,0,10.56,clear sky
638,Kroya,ID,-7.63,109.25,75.47,88,45,7.56,light rain
639,Terra Santa,BR,-2.1,-56.49,92.37,46,100,2.48,overcast clouds
640,Altay,CN,47.87,88.12,52.3,63,6,2.06,clear sky
641,Panaba,MX,21.28,-88.27,93.96,55,87,12.91,overcast clouds
642,Khuzhir,RU,53.19,107.34,54.07,93,99,12.91,overcast clouds
643,Babu,CN,24.42,111.52,75.99,72,19,1.43,few clouds
644,La Concordia,NI,13.2,-86.17,80.6,51,40,11.41,scattered clouds
645,Northam,GB,51.03,-4.22,57.0,80,92,11.01,overcast clouds
646,Abeche,TD,13.83,20.83,79.72,69,62,5.59,broken clouds
647,Santa Maria,BR,-29.68,-53.81,66.2,93,75,6.93,broken clouds
648,Koubia,GN,11.58,-11.9,70.88,93,100,2.35,light rain
649,Cristinapolis,BR,-11.48,-37.76,76.93,65,96,9.57,overcast clouds
650,Berlevag,NO,70.86,29.09,41.0,80,20,8.05,few clouds
651,Rio Gallegos,AR,-51.62,-69.22,37.4,44,40,36.91,scattered clouds
652,Nishihara,JP,26.18,127.76,82.4,94,75,8.05,broken clouds
653,Iracoubo,GF,5.48,-53.2,84.49,69,79,6.64,broken clouds
654,Kuah,MY,6.33,99.84,80.6,88,100,6.49,overcast clouds
655,Bonnyville,CA,54.27,-110.73,66.2,52,75,2.24,broken clouds
656,Rockhampton,AU,-23.38,150.5,57.2,76,0,6.93,clear sky
657,Invermere,CA,50.52,-116.04,70.0,36,0,4.0,clear sky
658,Daru,PG,-9.08,143.21,76.55,86,100,19.22,light rain
659,Kalmunai,LK,7.42,81.82,80.62,79,70,7.56,broken clouds
660,Juneau,US,58.3,-134.42,53.6,93,90,9.17,light rain
661,Khash,IR,28.22,61.22,68.27,24,100,2.42,overcast clouds
662,Marsabit,KE,2.33,37.99,70.48,48,0,20.71,clear sky
663,Raudeberg,NO,61.99,5.14,55.99,83,2,20.36,clear sky
664,Inhambane,MZ,-23.86,35.38,73.4,94,0,16.11,clear sky
665,Bilibino,RU,68.05,166.44,40.06,75,100,4.0,overcast clouds
666,Kouvola,FI,60.87,26.7,51.8,76,40,4.7,scattered clouds
667,Tucurui,BR,-3.77,-49.67,91.17,46,95,4.14,overcast clouds
668,Luba,GQ,3.46,8.55,75.97,82,100,2.62,overcast clouds
669,Matay,EG,28.42,30.78,85.64,41,0,20.49,clear sky
670,Sambava,MG,-14.27,50.17,72.34,76,62,12.41,broken clouds
671,Amiens,FR,49.9,2.3,57.99,87,0,6.93,clear sky
672,Santarem,BR,-2.44,-54.71,84.2,74,40,4.7,scattered clouds
673,Rio Grande,BR,-32.03,-52.1,64.4,93,40,5.82,scattered clouds
674,Huangmei,CN,30.19,116.03,72.97,90,0,4.27,light rain
675,Biltine,TD,14.53,20.92,83.28,65,97,5.17,light rain
676,Hamilton,US,39.18,-84.53,82.0,76,100,1.99,light rain
677,Udachnyy,RU,66.42,112.4,51.8,34,75,6.71,smoke
678,Gobabis,NA,-22.45,18.97,63.95,25,0,16.75,clear sky
679,Linqing,CN,36.85,115.71,72.39,84,0,4.43,light rain
680,Belaya Gora,RU,68.53,146.42,42.15,86,100,6.08,overcast clouds
681,Chiautla,MX,19.53,-98.88,71.6,49,40,4.7,scattered clouds
682,Lodwar,KE,3.12,35.6,89.91,33,1,7.0,clear sky
683,Quatre Cocos,MU,-20.21,57.76,71.6,73,20,10.29,few clouds
684,Tiznit,MA,29.58,-9.5,82.69,29,0,7.7,clear sky
685,Ternate,ID,0.8,127.4,79.47,80,90,5.41,light rain
686,Viedma,AR,-40.81,-63.0,59.0,41,76,4.0,broken clouds
687,Nyagan,RU,62.14,65.39,53.29,83,0,4.65,clear sky
688,Yishui,CN,35.78,118.63,68.83,92,0,3.36,clear sky
689,Chaoyang,CN,41.57,120.46,61.05,89,22,2.66,few clouds
690,Talas,TR,38.69,35.55,68.0,37,0,4.7,clear sky
691,Havelock,US,34.88,-76.9,91.4,55,75,13.87,broken clouds
692,Belawan,ID,3.78,98.68,76.59,90,100,4.79,light rain
693,Eirunepe,BR,-6.66,-69.87,95.02,36,100,0.81,overcast clouds
694,Kalakamati,BW,-20.59,27.31,77.0,22,75,6.93,broken clouds
695,Edd,ER,13.93,41.69,91.06,57,100,11.1,overcast clouds
696,Cockburn Town,TC,21.46,-71.14,87.8,66,40,11.41,scattered clouds
697,Sechura,PE,-5.56,-80.82,76.14,50,15,15.12,few clouds
698,Blessington,IE,53.17,-6.53,55.4,71,75,9.17,broken clouds
699,Domoni,KM,-12.26,44.53,73.96,76,70,2.84,broken clouds
700,Port Blair,IN,11.67,92.75,81.9,73,100,6.4,overcast clouds
701,Port Keats,AU,-14.25,129.55,68.54,41,0,10.42,clear sky
702,Nyurba,RU,63.28,118.33,48.61,58,100,6.31,overcast clouds
703,Galdar,ES,28.15,-15.65,82.0,65,6,28.86,clear sky
704,Estreito,BR,-5.78,-43.25,99.27,17,20,5.19,few clouds
705,Naryan-Mar,RU,67.67,53.09,41.97,79,0,5.64,clear sky
706,Leh,IN,34.17,77.58,56.07,43,0,5.46,clear sky
707,Russell,US,32.35,-85.2,90.0,62,40,5.82,scattered clouds
708,Lopatino,RU,52.62,45.81,62.91,75,100,4.79,moderate rain
709,Melaka,MY,2.2,102.24,78.8,88,20,6.08,few clouds
710,Kargasok,RU,59.06,80.86,56.1,85,99,6.71,overcast clouds
711,Rosetta,EG,31.4,30.42,80.6,78,40,8.05,scattered clouds
712,Aswan,EG,24.09,32.91,87.84,21,0,8.86,clear sky
713,Estelle,US,29.85,-90.11,93.99,75,75,18.34,broken clouds
714,Dir,PK,35.21,71.88,65.8,66,0,1.61,clear sky
715,Nouakchott,MR,18.09,-15.98,86.0,79,40,14.99,scattered clouds
716,San Policarpo,PH,12.18,125.51,79.66,85,100,9.46,overcast clouds
717,Shangqiu,CN,34.45,115.65,71.28,86,0,2.51,light rain
718,Nemuro,JP,43.32,145.57,67.96,93,4,8.28,clear sky
719,Manaia,NZ,-39.55,174.13,51.01,90,100,10.8,overcast clouds
720,Teguldet,RU,57.31,88.17,50.0,94,0,3.11,clear sky
721,Valenca,BR,-13.37,-39.07,77.79,66,56,6.04,broken clouds
722,Vavozh,RU,56.78,51.93,63.41,75,98,7.54,overcast clouds
723,Abu Kamal,SY,34.45,40.92,85.3,19,0,3.83,clear sky
724,Abnub,EG,27.27,31.15,86.0,42,0,12.75,clear sky
725,Guymon,US,36.68,-101.48,104.0,17,1,3.36,clear sky
726,Auki,SB,-8.77,160.7,77.92,84,100,3.69,overcast clouds
727,Lumphat,KH,13.49,106.98,73.38,97,100,0.47,light rain
728,Port Hardy,CA,50.7,-127.42,59.0,87,75,6.58,broken clouds
729,Repnoye,RU,51.59,43.19,63.37,81,100,7.25,light rain
730,Antalaha,MG,-14.9,50.28,68.99,81,2,7.74,clear sky
731,Nuevo Progreso,MX,23.17,-97.95,93.99,54,96,3.0,overcast clouds
732,Skjervoy,NO,70.03,20.97,46.4,75,99,5.82,overcast clouds
